Time,SAT AMDC: 21 Octubre,SAT AMDC: Bomberos Juana Lainez,SAT AMDC: Ciudad Mujer Kennedy,SAT AMDC: Planta Tratamiento Concepción,SAT AMDC: Planta Tratamiento Laureles,SAT AMDC: Planta Tratamiento Picacho,SAT AMDC: UMAPS,_series
2025-07-01 00:00:00+00:00,2.511,6.727,0.402,,0.499,0.0,0.499,A
2025-07-01 00:15:00+00:00,0.901,4.619,0.0,,2.205,1.802,0.0,A
2025-07-01 00:30:00+00:00,0.0,10.654,3.508,,4.023,7.934,4.925,A
2025-07-01 00:45:00+00:00,0.901,6.132,0.692,,0.29,6.035,0.0,A
2025-07-01 01:00:00+00:00,0.0,6.035,2.301,,7.838,4.522,1.4,A
2025-07-01 01:15:00+00:00,1.802,10.348,4.313,,4.522,11.153,1.899,A
2025-07-01 01:30:00+00:00,1.207,10.252,1.207,,2.511,5.327,0.0,A
2025-07-01 01:45:00+00:00,0.805,8.851,1.802,,4.12,10.155,3.009,A
2025-07-01 02:00:00+00:00,0.0,11.056,0.0,,0.0,5.118,0.0,A
2025-07-01 02:15:00+00:00,0.0,6.437,2.607,,0.805,3.009,0.0,A
2025-07-01 02:30:00+00:00,0.0,1.497,1.094,,1.4,7.242,0.0,A
2025-07-01 02:45:00+00:00,0.0,3.911,4.12,,0.998,2.816,0.0,A
2025-07-01 03:00:00+00:00,0.0,5.826,5.52,,3.106,7.339,0.499,A
2025-07-01 03:15:00+00:00,0.0,6.534,0.0,,2.205,6.035,0.0,A
2025-07-01 03:30:00+00:00,1.899,9.753,0.0,,0.0,3.508,1.609,A
2025-07-01 03:45:00+00:00,0.692,0.402,1.609,,6.727,2.704,0.0,A
2025-07-01 04:00:00+00:00,0.0,4.313,4.216,,1.207,0.0,0.0,A
2025-07-01 04:15:00+00:00,3.718,1.497,1.497,,0.692,0.0,0.402,A
2025-07-01 04:30:00+00:00,2.108,2.704,0.0,,1.497,0.0,0.0,A
2025-07-01 04:45:00+00:00,0.595,4.522,0.0,,2.108,3.911,0.0,A
2025-07-01 05:00:00+00:00,0.0,8.336,0.0,,0.402,1.899,0.0,A
2025-07-01 05:15:00+00:00,0.0,5.52,0.0,,0.0,1.802,0.0,A
2025-07-01 05:30:00+00:00,0.0,3.911,0.901,,0.0,2.205,0.0,A
2025-07-01 05:45:00+00:00,0.0,8.851,0.29,,0.0,0.402,0.0,A
2025-07-01 06:00:00+00:00,0.0,5.729,0.0,,2.012,2.704,2.607,A
2025-07-01 06:15:00+00:00,0.0,2.301,1.4,,3.621,2.511,0.0,A
2025-07-01 06:30:00+00:00,3.911,2.511,3.315,,1.304,10.155,0.0,A
2025-07-01 06:45:00+00:00,4.313,2.913,0.0,,0.805,5.729,0.0,A
2025-07-01 07:00:00+00:00,0.0,6.437,1.802,,0.0,7.033,0.0,A
2025-07-01 07:15:00+00:00,0.0,7.435,0.595,,0.0,13.969,0.0,A
2025-07-01 07:30:00+00:00,0.0,2.012,0.0,,0.0,3.009,0.0,A
2025-07-01 07:45:00+00:00,0.0,3.718,0.0,,0.998,8.24,0.0,A
2025-07-01 08:00:00+00:00,0.0,3.508,1.207,,1.706,7.033,0.0,A
2025-07-01 08:15:00+00:00,0.0,3.106,1.497,,0.0,13.374,0.0,A
2025-07-01 08:30:00+00:00,0.0,4.828,0.0,,0.0,9.447,0.0,A
2025-07-01 08:45:00+00:00,0.692,3.621,5.118,,0.0,8.948,0.0,A
2025-07-01 09:00:00+00:00,3.315,1.609,0.29,,0.0,8.948,0.0,A
2025-07-01 09:15:00+00:00,0.0,7.242,5.23,,1.4,7.339,0.0,A
2025-07-01 09:30:00+00:00,3.911,0.692,2.012,,0.595,8.546,0.0,A
2025-07-01 09:45:00+00:00,0.0,2.108,8.546,,2.108,16.287,0.0,A
2025-07-01 10:00:00+00:00,0.0,16.898,0.29,,1.094,5.729,1.706,A
2025-07-01 10:15:00+00:00,0.0,6.035,0.0,,3.412,12.762,0.0,A
2025-07-01 10:30:00+00:00,3.106,3.315,0.998,,0.0,3.621,3.009,A
2025-07-01 10:45:00+00:00,3.718,3.621,0.998,,0.0,13.47,,A
2025-07-01 11:00:00+00:00,0.0,1.304,0.0,,0.901,11.362,,A
2025-07-01 11:15:00+00:00,1.899,0.692,0.0,,0.0,5.423,,A
2025-07-01 11:30:00+00:00,2.205,2.012,0.0,,0.595,9.849,,A
2025-07-01 11:45:00+00:00,2.108,0.595,0.0,,0.0,6.727,,A
2025-07-01 12:00:00+00:00,0.402,7.242,0.0,,1.497,6.534,,A
2025-07-01 12:15:00+00:00,1.207,6.727,6.437,,0.0,15.385,0.0,A
2025-07-01 12:30:00+00:00,0.0,5.922,1.802,,0.0,5.327,0.0,A
2025-07-01 12:45:00+00:00,4.619,4.715,2.012,,10.348,5.52,1.802,A
2025-07-01 13:00:00+00:00,6.035,10.252,3.219,,6.228,11.056,1.304,A
2025-07-01 13:15:00+00:00,6.325,20.616,0.0,,8.739,5.52,5.52,A
2025-07-01 13:30:00+00:00,2.414,21.211,9.946,,2.511,15.578,2.012,A
2025-07-01 13:45:00+00:00,1.609,14.178,6.132,,13.679,18.507,2.704,A
2025-07-01 14:00:00+00:00,5.118,12.36,2.511,,11.459,15.884,2.816,A
2025-07-01 14:15:00+00:00,2.704,11.153,10.75,,4.313,5.23,8.336,A
2025-07-01 14:30:00+00:00,10.863,19.602,8.851,,2.816,13.47,1.497,A
2025-07-01 14:45:00+00:00,4.12,8.642,6.325,,10.654,8.336,5.118,A
2025-07-01 15:00:00+00:00,1.802,8.642,6.936,,11.153,14.371,3.718,A
2025-07-01 15:15:00+00:00,1.609,12.971,5.52,,4.925,14.371,2.704,A
2025-07-01 15:30:00+00:00,3.219,5.23,3.009,,4.426,5.729,1.899,A
2025-07-01 15:45:00+00:00,1.497,18.395,4.216,,8.739,10.863,2.012,A
2025-07-01 16:00:00+00:00,4.828,19.505,12.263,,6.035,11.764,1.497,A
2025-07-01 16:15:00+00:00,3.621,11.153,11.861,,7.532,3.412,0.692,A
2025-07-01 16:30:00+00:00,5.021,10.058,6.437,,5.633,7.435,4.216,A
2025-07-01 16:45:00+00:00,2.816,5.922,4.828,,24.14,5.729,0.998,A
2025-07-01 17:00:00+00:00,1.4,4.12,6.035,,6.63,7.339,4.426,A
2025-07-01 17:15:00+00:00,3.911,10.863,8.546,,9.543,6.325,2.301,A
2025-07-01 17:30:00+00:00,1.899,11.668,5.826,,0.998,0.998,2.205,A
2025-07-01 17:45:00+00:00,4.023,8.546,3.508,,15.788,10.348,2.704,A
2025-07-01 18:00:00+00:00,3.718,9.35,4.023,,7.741,10.155,1.304,A
2025-07-01 18:15:00+00:00,4.313,12.875,8.24,,12.762,4.522,3.106,A
2025-07-01 18:30:00+00:00,3.621,13.679,5.327,,1.4,0.0,3.009,A
2025-07-01 18:45:00+00:00,0.805,14.082,3.621,,8.642,3.814,3.219,A
2025-07-01 19:00:00+00:00,4.216,15.981,5.118,,5.021,7.838,1.497,A
2025-07-01 19:15:00+00:00,0.692,10.96,5.922,,5.52,0.692,1.497,A
2025-07-01 19:30:00+00:00,0.901,11.056,3.219,,13.776,3.412,2.511,A
2025-07-01 19:45:00+00:00,2.913,9.849,5.021,,6.228,4.216,0.0,A
2025-07-01 20:00:00+00:00,8.336,7.741,5.021,,4.023,6.534,2.301,A
2025-07-01 20:15:00+00:00,0.805,10.654,6.035,,0.998,0.0,1.304,A
2025-07-01 20:30:00+00:00,0.0,4.828,4.715,,2.012,0.402,0.805,A
2025-07-01 20:45:00+00:00,5.922,4.619,6.936,,6.437,2.816,2.301,A
2025-07-01 21:00:00+00:00,4.023,6.325,4.216,,1.802,2.816,3.718,A
2025-07-01 21:15:00+00:00,11.861,17.799,15.884,,5.423,0.0,0.0,A
2025-07-01 21:30:00+00:00,2.607,8.336,7.741,,14.983,0.0,5.021,A
2025-07-01 21:45:00+00:00,0.0,9.656,2.414,,15.691,0.0,3.911,A
2025-07-01 22:00:00+00:00,2.816,11.957,3.412,,4.522,0.901,7.339,A
2025-07-01 22:15:00+00:00,2.301,26.957,4.426,,2.414,1.207,9.753,A
2025-07-01 22:30:00+00:00,10.252,16.592,2.012,,11.764,2.816,7.242,A
2025-07-01 22:45:00+00:00,6.437,16.785,6.325,,5.118,0.0,13.969,A
2025-07-01 23:00:00+00:00,2.205,12.666,8.336,,3.508,0.0,23.834,A
2025-07-01 23:15:00+00:00,0.595,11.555,7.033,,5.118,0.0,9.753,A
2025-07-01 23:30:00+00:00,4.216,6.228,0.595,,13.277,6.437,5.327,A
2025-07-01 23:45:00+00:00,1.609,7.435,10.348,,4.619,0.0,3.814,A
2025-07-02 00:00:00+00:00,4.313,17.091,4.522,,4.12,1.094,5.327,A
2025-07-02 00:15:00+00:00,2.913,4.426,1.207,,5.423,0.402,5.52,A
2025-07-02 00:30:00+00:00,0.805,5.021,2.607,,3.106,0.0,2.913,A
2025-07-02 00:45:00+00:00,0.0,0.692,4.216,,1.497,0.0,0.805,A
2025-07-02 01:00:00+00:00,0.0,5.021,0.0,,0.0,1.094,0.805,A
2025-07-02 01:15:00+00:00,0.0,2.205,0.0,,1.207,15.385,0.499,A
2025-07-02 01:30:00+00:00,2.108,8.047,0.499,,0.805,4.925,1.304,A
2025-07-02 01:45:00+00:00,1.609,7.532,6.228,,5.118,7.242,0.692,A
2025-07-02 02:00:00+00:00,0.0,2.913,5.327,,2.205,10.654,4.216,A
2025-07-02 02:15:00+00:00,0.0,9.656,1.609,,1.497,1.609,2.414,A
2025-07-02 02:30:00+00:00,0.0,2.607,0.193,,1.207,0.0,0.0,A
2025-07-02 02:45:00+00:00,0.0,2.205,0.0,,0.595,0.595,0.0,A
2025-07-02 03:00:00+00:00,0.0,1.094,1.609,,4.426,1.4,0.0,A
2025-07-02 03:15:00+00:00,0.0,2.704,4.216,,6.534,0.0,2.108,A
2025-07-02 03:30:00+00:00,0.0,4.313,9.141,,1.094,7.339,0.0,A
2025-07-02 03:45:00+00:00,1.207,2.012,1.4,,2.816,8.948,0.29,A
2025-07-02 04:00:00+00:00,0.0,1.4,0.805,,1.4,9.141,0.0,A
2025-07-02 04:15:00+00:00,0.0,5.021,0.29,,3.219,9.35,0.0,A
2025-07-02 04:30:00+00:00,0.0,2.012,0.499,,0.0,4.715,0.0,A
2025-07-02 04:45:00+00:00,0.0,2.913,0.0,,0.499,1.802,0.0,A
2025-07-02 05:00:00+00:00,0.0,6.727,0.0,,1.094,0.499,0.0,A
2025-07-02 05:15:00+00:00,0.0,0.402,0.0,,0.0,6.936,0.0,A
2025-07-02 05:30:00+00:00,0.29,2.607,0.0,,0.0,3.412,0.0,A
2025-07-02 05:45:00+00:00,0.0,5.826,0.805,,0.0,0.0,0.402,A
2025-07-02 06:00:00+00:00,0.692,0.499,5.826,,5.23,0.595,0.0,A
2025-07-02 06:15:00+00:00,0.0,3.219,0.0,,0.29,3.621,0.0,A
2025-07-02 06:30:00+00:00,0.0,2.704,0.0,,0.0,0.805,1.609,A
2025-07-02 06:45:00+00:00,0.0,1.706,0.0,,1.304,1.706,0.0,A
2025-07-02 07:00:00+00:00,0.0,6.437,0.0,,0.998,5.23,0.0,A
2025-07-02 07:15:00+00:00,1.609,3.315,0.0,,0.0,0.499,4.12,A
2025-07-02 07:30:00+00:00,0.0,5.327,0.0,,0.0,4.828,0.0,A
2025-07-02 07:45:00+00:00,0.0,6.727,0.0,,3.621,4.925,0.0,A
2025-07-02 08:00:00+00:00,3.621,2.511,0.0,,0.0,0.595,0.0,A
2025-07-02 08:15:00+00:00,0.0,1.207,0.29,,0.692,1.304,0.0,A
2025-07-02 08:30:00+00:00,2.913,3.718,1.497,,5.118,2.913,0.0,A
2025-07-02 08:45:00+00:00,7.435,9.656,0.0,,1.802,0.0,0.0,A
2025-07-02 09:00:00+00:00,3.412,6.727,1.802,,0.0,1.4,0.0,A
2025-07-02 09:15:00+00:00,4.925,4.023,1.094,,0.402,0.0,0.0,A
2025-07-02 09:30:00+00:00,0.0,5.23,0.0,,2.704,5.423,2.511,A
2025-07-02 09:45:00+00:00,0.0,2.108,0.0,,0.0,7.934,0.0,A
2025-07-02 10:00:00+00:00,0.0,4.522,0.0,,0.402,4.619,0.0,A
2025-07-02 10:15:00+00:00,0.0,3.315,0.0,,0.0,4.522,0.692,A
2025-07-02 10:30:00+00:00,0.0,5.826,5.633,,1.304,1.899,0.692,A
2025-07-02 10:45:00+00:00,0.0,3.315,4.619,,0.402,5.633,,A
2025-07-02 11:00:00+00:00,0.0,2.913,3.508,,2.816,4.828,,A
2025-07-02 11:15:00+00:00,1.609,2.012,2.414,,4.925,3.814,,A
2025-07-02 11:30:00+00:00,3.009,7.339,0.595,,6.63,4.715,,A
2025-07-02 11:45:00+00:00,1.4,7.435,2.414,,0.805,3.718,,A
2025-07-02 12:00:00+00:00,0.805,7.532,1.304,,0.0,10.557,,A
2025-07-02 12:15:00+00:00,0.0,2.913,6.228,,0.0,5.826,0.0,A
2025-07-02 12:30:00+00:00,0.402,4.12,6.132,,3.219,7.339,0.901,A
2025-07-02 12:45:00+00:00,0.0,9.946,10.461,,0.499,8.948,0.998,A
2025-07-02 13:00:00+00:00,2.301,8.047,6.534,,2.012,7.339,2.108,A
2025-07-02 13:15:00+00:00,3.911,5.423,1.609,,0.29,5.52,0.998,A
2025-07-02 13:30:00+00:00,1.4,16.592,3.219,,2.607,14.484,3.315,A
2025-07-02 13:45:00+00:00,4.313,6.727,2.607,,2.511,7.532,2.511,A
2025-07-02 14:00:00+00:00,1.094,7.033,6.325,,5.729,10.252,0.998,A
2025-07-02 14:15:00+00:00,0.901,8.948,3.009,,7.033,10.557,1.802,A
2025-07-02 14:30:00+00:00,3.911,9.946,8.642,,4.12,7.129,0.0,A
2025-07-02 14:45:00+00:00,2.414,13.567,8.642,,4.216,0.998,2.012,A
2025-07-02 15:00:00+00:00,3.315,14.275,7.033,,8.642,0.499,0.805,A
2025-07-02 15:15:00+00:00,4.12,4.426,5.52,,7.838,6.63,0.0,A
2025-07-02 15:30:00+00:00,8.948,9.141,2.012,,13.969,0.0,0.901,A
2025-07-02 15:45:00+00:00,13.873,10.348,2.704,,6.63,0.0,1.094,A
2025-07-02 16:00:00+00:00,1.899,10.058,5.633,,7.741,1.4,1.094,A
2025-07-02 16:15:00+00:00,4.313,5.922,12.971,,9.141,0.0,1.4,A
2025-07-02 16:30:00+00:00,6.228,4.925,1.899,,3.814,2.012,2.816,A
2025-07-02 16:45:00+00:00,5.52,27.359,3.621,,3.315,0.0,8.047,A
2025-07-02 17:00:00+00:00,3.508,13.776,2.108,,20.213,0.499,6.437,A
2025-07-02 17:15:00+00:00,11.555,12.36,9.656,,13.679,1.094,7.644,A
2025-07-02 17:30:00+00:00,4.12,15.385,3.814,,5.729,4.023,17.59,A
2025-07-02 17:45:00+00:00,7.934,18.797,11.265,,3.621,3.412,9.753,A
2025-07-02 18:00:00+00:00,7.532,18.395,10.348,,2.301,5.423,4.925,A
2025-07-02 18:15:00+00:00,3.412,16.383,6.84,,7.838,0.0,12.472,A
2025-07-02 18:30:00+00:00,4.426,11.764,6.84,,2.607,0.595,2.816,A
2025-07-02 18:45:00+00:00,2.205,17.799,5.826,,4.216,2.301,4.828,A
2025-07-02 19:00:00+00:00,10.058,14.983,3.508,,11.265,2.301,8.047,A
2025-07-02 19:15:00+00:00,10.557,14.484,7.033,,12.762,1.207,16.785,A
2025-07-02 19:30:00+00:00,2.511,16.496,3.106,,7.129,2.414,7.129,A
2025-07-02 19:45:00+00:00,3.315,13.374,7.435,,16.898,1.802,12.666,A
2025-07-02 20:00:00+00:00,7.242,13.776,5.922,,13.47,3.911,4.619,A
2025-07-02 20:15:00+00:00,8.449,6.228,3.814,,9.35,1.609,7.339,A
2025-07-02 20:30:00+00:00,5.118,13.567,1.609,,5.52,3.315,12.875,A
2025-07-02 20:45:00+00:00,4.313,11.861,4.619,,4.715,1.609,11.265,A
2025-07-02 21:00:00+00:00,14.484,8.642,5.826,,13.969,6.035,4.828,A
2025-07-02 21:15:00+00:00,7.644,16.383,8.948,,16.592,4.216,6.936,A
2025-07-02 21:30:00+00:00,4.715,6.936,7.339,,4.12,1.4,3.718,A
2025-07-02 21:45:00+00:00,2.816,5.826,4.715,,1.802,0.805,0.595,A
2025-07-02 22:00:00+00:00,1.609,12.875,2.607,,2.913,0.0,3.621,A
2025-07-02 22:15:00+00:00,0.998,11.362,4.216,,2.607,0.0,2.816,A
2025-07-02 22:30:00+00:00,2.607,1.609,7.741,,2.414,1.899,0.0,A
2025-07-02 22:45:00+00:00,2.205,7.838,4.619,,2.414,0.0,0.0,A
2025-07-02 23:00:00+00:00,0.805,3.009,7.934,,4.12,11.362,0.0,A
2025-07-02 23:15:00+00:00,0.0,10.863,1.706,,2.012,1.207,1.094,A
2025-07-02 23:30:00+00:00,1.802,10.155,4.925,,11.459,1.802,1.497,A
2025-07-02 23:45:00+00:00,0.901,8.24,1.802,,1.207,0.0,0.0,A
2025-07-03 00:00:00+00:00,2.012,9.447,10.348,,0.0,3.315,4.715,A
2025-07-03 00:15:00+00:00,0.0,9.656,5.118,,1.497,2.414,5.52,A
2025-07-03 00:30:00+00:00,0.595,0.805,3.508,,2.816,7.242,0.0,A
2025-07-03 00:45:00+00:00,0.595,7.934,1.899,,0.29,4.216,0.499,A
2025-07-03 01:00:00+00:00,1.4,5.922,5.52,,7.934,0.499,2.205,A
2025-07-03 01:15:00+00:00,0.595,12.762,1.094,,2.704,13.164,0.29,A
2025-07-03 01:30:00+00:00,1.207,8.047,0.0,,0.901,3.315,0.0,A
2025-07-03 01:45:00+00:00,0.595,6.936,1.802,,6.84,5.021,0.805,A
2025-07-03 02:00:00+00:00,3.911,5.23,0.0,,2.704,5.633,0.0,A
2025-07-03 02:15:00+00:00,1.497,4.426,3.718,,1.802,0.499,1.094,A
2025-07-03 02:30:00+00:00,1.899,2.012,2.607,,6.132,0.499,0.0,A
2025-07-03 02:45:00+00:00,1.4,5.633,2.301,,1.706,4.715,2.414,A
2025-07-03 03:00:00+00:00,0.0,0.29,0.0,,0.0,1.497,2.511,A
2025-07-03 03:15:00+00:00,1.497,5.423,11.362,,2.205,1.304,0.0,A
2025-07-03 03:30:00+00:00,0.0,3.315,2.205,,4.216,0.0,0.0,A
2025-07-03 03:45:00+00:00,1.706,1.4,2.012,,0.901,0.0,0.998,A
2025-07-03 04:00:00+00:00,0.0,4.216,2.816,,3.106,0.0,0.0,A
2025-07-03 04:15:00+00:00,0.0,0.998,0.402,,2.301,1.609,0.0,A
2025-07-03 04:30:00+00:00,0.0,1.609,2.108,,1.706,2.607,0.0,A
2025-07-03 04:45:00+00:00,3.718,0.901,10.252,,1.497,0.0,0.0,A
2025-07-03 05:00:00+00:00,1.4,2.301,0.805,,0.499,0.0,0.0,A
2025-07-03 05:15:00+00:00,0.0,4.715,1.706,,0.901,1.207,0.0,A
2025-07-03 05:30:00+00:00,0.402,1.706,2.704,,1.207,2.607,0.0,A
2025-07-03 05:45:00+00:00,0.0,6.035,5.118,,1.207,3.412,0.0,A
2025-07-03 06:00:00+00:00,0.0,1.4,2.704,,1.706,1.4,0.0,A
2025-07-03 06:15:00+00:00,0.0,7.129,0.692,,2.301,0.692,0.0,A
2025-07-03 06:30:00+00:00,0.0,6.035,1.802,,0.692,6.936,0.0,A
2025-07-03 06:45:00+00:00,1.497,5.826,4.216,,2.414,5.423,0.0,A
2025-07-03 07:00:00+00:00,1.899,8.642,1.609,,4.426,6.727,0.0,A
2025-07-03 07:15:00+00:00,1.802,9.849,4.12,,1.802,9.254,0.0,A
2025-07-03 07:30:00+00:00,3.009,4.216,4.925,,1.706,5.729,0.0,A
2025-07-03 07:45:00+00:00,0.0,4.12,1.802,,3.009,15.788,0.0,A
2025-07-03 08:00:00+00:00,0.0,1.609,0.0,,1.609,8.143,0.0,A
2025-07-03 08:15:00+00:00,0.901,12.666,3.106,,0.0,13.969,0.0,A
2025-07-03 08:30:00+00:00,1.497,6.63,0.0,,4.426,4.216,0.0,A
2025-07-03 08:45:00+00:00,0.402,4.715,0.0,,0.692,10.155,0.0,A
2025-07-03 09:00:00+00:00,0.692,4.715,2.913,,1.706,19.409,0.0,A
2025-07-03 09:15:00+00:00,1.706,7.242,0.0,,10.654,16.287,0.0,A
2025-07-03 09:30:00+00:00,2.816,4.216,3.508,,3.219,8.546,0.0,A
2025-07-03 09:45:00+00:00,0.0,2.301,2.301,,2.301,9.946,0.0,A
2025-07-03 10:00:00+00:00,0.0,3.911,0.0,,2.511,4.522,0.0,A
2025-07-03 10:15:00+00:00,0.0,8.546,0.595,,7.741,9.045,0.0,A
2025-07-03 10:30:00+00:00,0.0,3.621,0.0,,1.706,8.851,0.0,A
2025-07-03 10:45:00+00:00,0.0,6.84,0.0,,3.508,6.84,,A
2025-07-03 11:00:00+00:00,0.0,2.012,0.0,,1.4,13.277,,A
2025-07-03 11:15:00+00:00,0.805,5.118,1.4,,4.313,4.522,,A
2025-07-03 11:30:00+00:00,0.29,4.715,3.315,,1.497,10.654,,A
2025-07-03 11:45:00+00:00,0.0,9.543,0.499,,1.497,6.437,,A
2025-07-03 12:00:00+00:00,0.0,2.301,0.0,,2.511,7.129,,A
2025-07-03 12:15:00+00:00,2.108,2.012,0.692,,1.094,6.63,0.0,A
2025-07-03 12:30:00+00:00,1.497,4.828,0.0,,0.0,6.84,0.0,A
2025-07-03 12:45:00+00:00,0.0,7.435,0.998,,0.0,10.654,0.0,A
2025-07-03 13:00:00+00:00,0.0,1.802,0.595,,3.106,6.936,0.0,A
2025-07-03 13:15:00+00:00,0.0,6.84,0.402,,2.205,8.24,0.0,A
2025-07-03 13:30:00+00:00,0.0,7.339,1.497,,0.499,4.12,0.0,A
2025-07-03 13:45:00+00:00,0.0,7.532,5.826,,1.207,13.068,0.0,A
2025-07-03 14:00:00+00:00,0.0,2.414,4.715,,0.998,6.936,0.0,A
2025-07-03 14:15:00+00:00,0.0,3.814,6.437,,6.132,8.642,0.0,A
2025-07-03 14:30:00+00:00,2.511,11.459,6.132,,4.216,7.934,0.0,A
2025-07-03 14:45:00+00:00,0.0,8.642,3.219,,8.642,5.327,0.0,A
2025-07-03 15:00:00+00:00,0.595,9.656,3.621,,4.12,2.205,0.0,A
2025-07-03 15:15:00+00:00,3.718,11.861,4.313,,4.522,2.913,2.301,A
2025-07-03 15:30:00+00:00,3.106,4.426,5.327,,5.633,0.499,1.706,A
2025-07-03 15:45:00+00:00,3.718,10.058,10.461,,2.816,3.219,0.805,A
2025-07-03 16:00:00+00:00,3.009,2.607,1.4,,6.437,5.52,0.0,A
2025-07-03 16:15:00+00:00,2.913,4.216,8.642,,1.094,1.706,0.998,A
2025-07-03 16:30:00+00:00,3.911,6.84,10.348,,3.219,7.129,1.497,A
2025-07-03 16:45:00+00:00,2.108,7.242,3.718,,0.998,3.718,10.863,A
2025-07-03 17:00:00+00:00,1.802,5.922,2.816,,3.718,1.207,1.802,A
2025-07-03 17:15:00+00:00,3.718,14.774,11.764,,4.715,2.301,1.4,A
2025-07-03 17:30:00+00:00,6.84,15.482,3.508,,7.339,5.23,2.607,A
2025-07-03 17:45:00+00:00,2.607,6.035,7.838,,6.936,2.012,5.23,A
2025-07-03 18:00:00+00:00,1.899,4.216,6.84,,20.004,5.23,2.913,A
2025-07-03 18:15:00+00:00,6.132,8.546,10.96,,3.412,3.106,2.012,A
2025-07-03 18:30:00+00:00,4.216,3.315,4.426,,2.301,0.499,0.499,A
2025-07-03 18:45:00+00:00,9.254,2.816,5.922,,1.802,5.922,1.609,A
2025-07-03 19:00:00+00:00,5.23,8.948,8.739,,5.23,0.0,3.315,A
2025-07-03 19:15:00+00:00,3.508,15.385,4.715,,7.242,0.901,3.009,A
2025-07-03 19:30:00+00:00,3.911,20.519,2.511,,13.277,0.0,8.739,A
2025-07-03 19:45:00+00:00,2.607,12.875,2.607,,13.374,5.52,0.998,A
2025-07-03 20:00:00+00:00,0.0,11.555,3.106,,3.106,6.936,1.4,A
2025-07-03 20:15:00+00:00,0.0,5.633,5.633,,4.313,13.679,6.035,A
2025-07-03 20:30:00+00:00,0.0,10.654,1.497,,13.567,6.437,0.805,A
2025-07-03 20:45:00+00:00,3.009,9.543,4.216,,5.118,0.805,6.325,A
2025-07-03 21:00:00+00:00,4.023,13.873,5.633,,5.729,4.619,0.998,A
2025-07-03 21:15:00+00:00,1.497,15.788,4.522,,3.219,0.0,2.816,A
2025-07-03 21:30:00+00:00,3.412,7.741,5.633,,7.934,0.0,1.706,A
2025-07-03 21:45:00+00:00,4.925,5.327,7.339,,6.035,0.499,0.692,A
2025-07-03 22:00:00+00:00,1.899,4.925,1.207,,2.205,3.315,0.0,A
2025-07-03 22:15:00+00:00,0.0,4.619,2.108,,6.437,3.508,2.704,A
2025-07-03 22:30:00+00:00,4.522,11.362,3.219,,3.315,0.499,0.0,A
2025-07-03 22:45:00+00:00,4.619,5.922,3.508,,7.644,5.423,8.546,A
2025-07-03 23:00:00+00:00,0.692,11.362,7.339,,0.998,0.0,2.012,A
2025-07-03 23:15:00+00:00,2.012,2.414,5.23,,3.911,0.0,0.0,A
2025-07-03 23:30:00+00:00,0.0,0.0,5.327,,0.901,0.0,0.0,A
2025-07-03 23:45:00+00:00,0.0,2.414,3.508,,0.0,0.0,0.901,A
2025-07-04 00:00:00+00:00,0.0,6.936,1.802,,0.0,0.0,0.0,A
2025-07-04 00:15:00+00:00,0.0,7.242,0.901,,1.4,0.0,0.0,A
2025-07-04 00:30:00+00:00,0.0,1.899,1.207,,0.0,1.609,0.0,A
2025-07-04 00:45:00+00:00,0.998,0.998,0.29,,1.706,2.511,0.0,A
2025-07-04 01:00:00+00:00,0.0,3.219,0.0,,0.0,2.607,0.0,A
2025-07-04 01:15:00+00:00,1.094,0.0,0.0,,0.0,2.607,1.609,A
2025-07-04 01:30:00+00:00,0.0,0.998,0.0,,0.0,1.899,0.0,A
2025-07-04 01:45:00+00:00,4.715,2.012,0.29,,0.998,0.0,0.0,A
2025-07-04 02:00:00+00:00,0.901,3.106,0.805,,0.0,3.814,0.0,A
2025-07-04 02:15:00+00:00,0.0,4.619,0.0,,0.0,1.4,0.0,A
2025-07-04 02:30:00+00:00,0.0,0.0,0.0,,0.0,0.0,0.0,A
2025-07-04 02:45:00+00:00,0.0,0.0,0.0,,0.0,0.0,0.0,A
2025-07-04 03:00:00+00:00,2.205,1.706,0.0,,0.0,0.0,0.0,A
2025-07-04 03:15:00+00:00,0.0,0.805,0.0,,0.0,0.0,0.0,A
2025-07-04 03:30:00+00:00,0.0,2.511,0.0,,0.0,0.0,0.0,A
2025-07-04 03:45:00+00:00,0.0,1.497,0.0,,0.0,0.0,0.0,A
2025-07-04 04:00:00+00:00,0.0,0.0,0.901,,2.012,1.4,0.0,A
2025-07-04 04:15:00+00:00,0.0,0.0,3.718,,0.0,0.0,0.0,A
2025-07-04 04:30:00+00:00,1.304,4.023,0.0,,0.0,0.0,0.0,A
2025-07-04 04:45:00+00:00,0.0,3.219,0.499,,0.0,0.0,0.0,A
2025-07-04 05:00:00+00:00,0.595,2.607,0.0,,0.0,0.0,0.0,A
2025-07-04 05:15:00+00:00,0.0,0.595,0.0,,0.0,0.0,0.0,A
2025-07-04 05:30:00+00:00,0.0,0.402,0.0,,1.207,0.595,0.0,A
2025-07-04 05:45:00+00:00,0.0,0.0,0.0,,0.0,2.511,0.901,A
2025-07-04 06:00:00+00:00,0.0,1.094,0.0,,0.29,4.12,0.0,A
2025-07-04 06:15:00+00:00,0.0,0.595,0.0,,0.0,1.304,0.0,A
2025-07-04 06:30:00+00:00,0.0,1.609,0.0,,0.0,4.925,0.0,A
2025-07-04 06:45:00+00:00,0.0,0.805,0.0,,0.0,1.497,0.0,A
